Community	Plantsp	Fruit_availability	Fruit_color	Fruit_diam_mm	Birdsp	Bird_phylo	Fruit_diet	Bill_width_mm	Body_mass	Visits
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Carduelis_olivacea	Carduelis_olivacea	0	4.8	13.6	3
Moyobamba	Miconia_sp.cruz-malta	296.1111111	red	4.85	Sporophila_luctuosa	Sporophila_luctuosa	0	6.9	12.5	1
Moyobamba	Cecropia_sp.	115	green	134.852	Tachyphonus_rufus	Tachyphonus_rufus	30	7.6	34.4	3
Brazil	Byrsonima_coccolobifolia	1267.761905	black	6.39125	Tangara_cayana	Tangara_cayana	90	5	18	11
Brazil	Miconia_albicans	4594.142857	green	5.409	Tangara_cayana	Tangara_cayana	90	5	18	19
Brazil	Myrcia_guianensis	534.1818182	black	8.225	Tangara_cayana	Tangara_cayana	90	5	18	13
Brazil	Myrcia_sp.naranja	1663.8	black	9.852285354	Tangara_cayana	Tangara_cayana	90	5	18	8
Brazil	Schefflera_sp.tuberosa	2021.3	black	7.191	Tangara_cayana	Tangara_cayana	90	5	18	1
Brazil	Smilax_sp.1	4	red	8.59	Tangara_cayana	Tangara_cayana	90	5	18	1
Moyobamba	Cecropia_sp.	115	green	134.852	Tangara_chilensis	Tangara_chilensis	80	4.7	19.77	17
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Tangara_chilensis	Tangara_chilensis	80	4.7	19.77	2
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Tangara_chilensis	Tangara_chilensis	80	4.7	19.77	1
Moyobamba	Tetrorchidium_sp.	1522.444444	red	1	Tangara_chilensis	Tangara_chilensis	80	4.7	19.77	2
Oxapampa	Antidaphne_sp.	1213	brown	4.001	Tangara_gyrola	Tangara_gyrola	70	4.8	21	1
Moyobamba	Cecropia_sp.	115	green	134.852	Tangara_mexicana	Tangara_mexicana	50	5	20.5	13
Oxapampa	Alchornea_sp.	12	red	5.781818182	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	1
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	6
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	1
Oxapampa	Drypetes_sp.	394.1666667	red	3.12	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	1
Oxapampa	Miconia_glabra	5730.666667	brown	4.747	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	41
Oxapampa	Miconia_grandifolia	227.5	black	3.516	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	5
Oxapampa	Miconia_sp.mostaza	365	black	4.181	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	3
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	69
Oxapampa	Miconia_sp.velcro	9.666666667	black	4.965	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	1
Oxapampa	Phoradendron_sp.	1	white	4.83	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	1
Oxapampa	Topobea_sp.	507.6666667	green	13.238	Tangara_nigroviridis	Tangara_nigroviridis	20	4.3	17	5
Oxapampa	Alchornea_sp.	12	red	5.781818182	Tangara_parzudakii	Tangara_parzudakii	60	5	28	1
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Tangara_parzudakii	Tangara_parzudakii	60	5	28	12
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Tangara_parzudakii	Tangara_parzudakii	60	5	28	12
Oxapampa	Drypetes_sp.	394.1666667	red	3.12	Tangara_parzudakii	Tangara_parzudakii	60	5	28	1
Oxapampa	Marcgravia_sp.	62	red	8.485	Tangara_parzudakii	Tangara_parzudakii	60	5	28	1
Oxapampa	Maytenus_sp.	126.3333333	white	4.549	Tangara_parzudakii	Tangara_parzudakii	60	5	28	5
Oxapampa	Miconia_grandifolia	227.5	black	3.516	Tangara_parzudakii	Tangara_parzudakii	60	5	28	2
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Tangara_parzudakii	Tangara_parzudakii	60	5	28	16
Oxapampa	Topobea_sp.	507.6666667	green	13.238	Tangara_parzudakii	Tangara_parzudakii	60	5	28	3
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Tangara_ruficervix	Tangara_ruficervix	50	4.1	19	7
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Tangara_ruficervix	Tangara_ruficervix	50	4.1	19	1
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Tangara_ruficervix	Tangara_ruficervix	50	4.1	19	3
Oxapampa	Struthanthus_sp.	907.5	brown	6.0025	Tangara_ruficervix	Tangara_ruficervix	50	4.1	19	4
Moyobamba	Cecropia_sp.	115	green	134.852	Tangara_schrankii	Tangara_schrankii	60	5	19	1
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Tangara_schrankii	Tangara_schrankii	60	5	19	3
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Tangara_vassorii	Tangara_vassorii	70	4.8	18	1
Oxapampa	Miconia_glabra	5730.666667	brown	4.747	Tangara_vassorii	Tangara_vassorii	70	4.8	18	29
Oxapampa	Miconia_sp.mostaza	365	black	4.181	Tangara_vassorii	Tangara_vassorii	70	4.8	18	1
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Tangara_vassorii	Tangara_vassorii	70	4.8	18	9
Oxapampa	Miconia_sp.velcro	9.666666667	black	4.965	Tangara_vassorii	Tangara_vassorii	70	4.8	18	1
Oxapampa	Struthanthus_sp.	907.5	brown	6.0025	Tangara_vassorii	Tangara_vassorii	70	4.8	18	2
Oxapampa	Antidaphne_sp.	1213	brown	4.001	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	2
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	24
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	22
Oxapampa	Drypetes_sp.	394.1666667	red	3.12	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	1
Oxapampa	Miconia_glabra	5730.666667	brown	4.747	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	14
Oxapampa	Miconia_grandifolia	227.5	black	3.516	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	8
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	40
Oxapampa	Oryctanthus_sp.	250.8333333	brown	20.922	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	1
Oxapampa	Topobea_sp.	507.6666667	green	13.238	Tangara_viridicollis	Tangara_viridicollis	50	4.1	21	7
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	5
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	1
Oxapampa	Hedyosmum_translucidum	498.3333333	black	13.00090909	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	1
Oxapampa	Maytenus_sp.	126.3333333	white	4.549	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	1
Oxapampa	Miconia_glabra	5730.666667	brown	4.747	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	2
Oxapampa	Miconia_grandifolia	227.5	black	3.516	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	2
Oxapampa	Miconia_sp.mostaza	365	black	4.181	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	1
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Tangara_xanthocephala	Tangara_xanthocephala	80	3.9	19	6
Moyobamba	Cecropia_sp.	115	green	134.852	Tangara_xanthogastra	Tangara_xanthogastra	50	4.2	15	1
Moyobamba	Miconia_sp.cruz-malta	296.1111111	red	4.85	Tangara_xanthogastra	Tangara_xanthogastra	50	4.2	15	1
Moyobamba	Miconia_sp.gigantophylla	533.3333333	black	4.85	Tangara_xanthogastra	Tangara_xanthogastra	50	4.2	15	1
Moyobamba	Myrsine_sp.caulifruto	3862.888889	black	4.2545	Tangara_xanthogastra	Tangara_xanthogastra	50	4.2	15	1
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Tangara_xanthogastra	Tangara_xanthogastra	50	4.2	15	2
Moyobamba	Myrsine_sp.caulifruto	3862.888889	black	4.2545	Terenotriccus_erythrurus	Terenotriccus_erythrurus	0	2.5	7.4	1
Moyobamba	Cecropia_sp.	115	green	134.852	Tersina_viridis	Tersina_viridis	70	5.2	29	5
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Tersina_viridis	Tersina_viridis	70	5.2	29	10
Oxapampa	Bursera_sp.	39.33333333	red	10.27166667	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	2
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	19
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	38
Oxapampa	Cissus_sp.	47.66666667	black	7.989	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	2
Oxapampa	Cornus_peruviana	1354.833333	black	7.054545455	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	1
Oxapampa	Drypetes_sp.	394.1666667	red	3.12	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	1
Oxapampa	Miconia_glabra	5730.666667	brown	4.747	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	31
Oxapampa	Miconia_grandifolia	227.5	black	3.516	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	2
Oxapampa	Miconia_sp.mostaza	365	black	4.181	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	2
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	36
Oxapampa	Palicourea_lachnantha	220	black	8.182	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	1
Oxapampa	Topobea_sp.	507.6666667	green	13.238	Thraupis_cyanocephala	Thraupis_cyanocephala	70	4	36	16
Moyobamba	Cecropia_sp.	115	green	134.852	Thraupis_episcopus	Thraupis_episcopus	50	6.4	35	25
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Thraupis_episcopus	Thraupis_episcopus	50	6.4	35	3
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Thraupis_episcopus	Thraupis_episcopus	50	6.4	35	25
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Thraupis_episcopus	Thraupis_episcopus	50	6.4	35	1
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Thraupis_episcopus	Thraupis_episcopus	50	6.4	35	2
Moyobamba	Myrsine_sp.caulifruto	3862.888889	black	4.2545	Thraupis_episcopus	Thraupis_episcopus	50	6.4	35	2
Oxapampa	Topobea_sp.	507.6666667	green	13.238	Thraupis_episcopus	Thraupis_episcopus	50	6.4	35	1
Moyobamba	Cecropia_sp.	115	green	134.852	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	27
Oxapampa	Cecropia_sp.biscoshito	78	green	68.904	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	20
Oxapampa	Cecropia_sp.peluda	144	green	200.8	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	44
Oxapampa	Cornus_peruviana	1354.833333	black	7.054545455	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	1
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	11
Moyobamba	Myrsine_sp.caulifruto	3862.888889	black	4.2545	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	1
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	1
Moyobamba	Tetrorchidium_sp.	1522.444444	red	1	Thraupis_palmarum	Thraupis_palmarum	60	5.9	39	1
Brazil	Byrsonima_coccolobifolia	1267.761905	black	6.39125	Thraupis_sayaca	Thraupis_sayaca	50	6.5	32.49	25
Brazil	Erythroxylum_suberosum	74	red	4.9	Thraupis_sayaca	Thraupis_sayaca	50	6.5	32.49	2
Brazil	Miconia_albicans	4594.142857	green	5.409	Thraupis_sayaca	Thraupis_sayaca	50	6.5	32.49	21
Brazil	Myrcia_guianensis	534.1818182	black	8.225	Thraupis_sayaca	Thraupis_sayaca	50	6.5	32.49	16
Brazil	Myrcia_sp.naranja	1663.8	black	9.852285354	Thraupis_sayaca	Thraupis_sayaca	50	6.5	32.49	37
Brazil	Smilax_sp.1	4	red	8.59	Thraupis_sayaca	Thraupis_sayaca	50	6.5	32.49	2
Puerto_Rico	Clusia_rosea	2.5	red	1	Tiaris_bicolor	Tiaris_bicolor	0	4.1	8.5	1
Puerto_Rico	Cordia_polycephala	433	red	5.14	Tiaris_bicolor	Tiaris_bicolor	0	4.1	8.5	1
Moyobamba	Cecropia_sp.	115	green	134.852	Tityra_cayana	Tityra_cayana	80	11.5	68.1	3
Moyobamba	Cecropia_sp.	115	green	134.852	Tityra_semifasciata	Tityra_semifasciata	70	10.4	79.3	10
Oxapampa	Antidaphne_sp.	1213	brown	4.001	Trichothraupis_melanops	Trichothraupis_melanops	20	5.3	22.58	1
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Trichothraupis_melanops	Trichothraupis_melanops	20	5.3	22.58	1
Oxapampa	Monnina_pallida	7.666666667	black	4.567	Trichothraupis_melanops	Trichothraupis_melanops	20	5.3	22.58	1
Argentina	Maytenus_boaria	551.7142857	red	4.55	Troglodytes_aedon	Troglodytes_aedon	0	3	10.85	2
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Trogon_curucui	Trogon_curucui	20	8.8	54	4
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Trogon_viridis	Trogon_viridis	60	10.1	89.69	1
Brazil	Byrsonima_coccolobifolia	1267.761905	black	6.39125	Turdus_amaurochalinus	Turdus_amaurochalinus	60	5	57.9	2
Brazil	Miconia_albicans	4594.142857	green	5.409	Turdus_amaurochalinus	Turdus_amaurochalinus	60	5	57.9	11
Brazil	Myrcia_sp.naranja	1663.8	black	9.852285354	Turdus_amaurochalinus	Turdus_amaurochalinus	60	5	57.9	14
Argentina	Azara_microphylla	2565.142857	brown	5.62	Turdus_falcklandii	Turdus_falcklandii	50	6.4	93.89	10
Argentina	Prunus_avium	63.28571429	red	15.2	Turdus_falcklandii	Turdus_falcklandii	50	6.4	93.89	3
Argentina	Prunus_cerasus	629.8571429	red	17.93	Turdus_falcklandii	Turdus_falcklandii	50	6.4	93.89	4
Argentina	Rubus_idaeus	3976.833333	red	16.13	Turdus_falcklandii	Turdus_falcklandii	50	6.4	93.89	1
Argentina	Sorbus_aucuparia	98.33333333	red	8.91	Turdus_falcklandii	Turdus_falcklandii	50	6.4	93.89	1
Moyobamba	Cecropia_sp.	115	green	134.852	Turdus_hauxwelli	Turdus_hauxwelli	50	5.3	69	15
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Turdus_hauxwelli	Turdus_hauxwelli	50	5.3	69	15
Moyobamba	Myrsine_sp.caulifruto	3862.888889	black	4.2545	Turdus_hauxwelli	Turdus_hauxwelli	50	5.3	69	4
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Turdus_hauxwelli	Turdus_hauxwelli	50	5.3	69	10
Moyobamba	Cecropia_sp.	115	green	134.852	Turdus_ignobilis	Turdus_ignobilis	30	6.1	63.78	74
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Turdus_ignobilis	Turdus_ignobilis	30	6.1	63.78	25
Moyobamba	Myrsine_sp.caulifruto	3862.888889	black	4.2545	Turdus_ignobilis	Turdus_ignobilis	30	6.1	63.78	11
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Turdus_ignobilis	Turdus_ignobilis	30	6.1	63.78	57
Moyobamba	Schefflera_morototoni	3916.111111	brown	6.6	Turdus_ignobilis	Turdus_ignobilis	30	6.1	63.78	3
Brazil	Byrsonima_coccolobifolia	1267.761905	black	6.39125	Turdus_leucomelas	Turdus_leucomelas	30	5.1	69.1	3
Brazil	Miconia_albicans	4594.142857	green	5.409	Turdus_leucomelas	Turdus_leucomelas	30	5.1	69.1	20
Brazil	Myrcia_guianensis	534.1818182	black	8.225	Turdus_leucomelas	Turdus_leucomelas	30	5.1	69.1	9
Brazil	Myrcia_sp.naranja	1663.8	black	9.852285354	Turdus_leucomelas	Turdus_leucomelas	30	5.1	69.1	61
Brazil	Ocotea_sp.1	26	black	7.44	Turdus_leucomelas	Turdus_leucomelas	30	5.1	69.1	1
Puerto_Rico	Cupania_americana	976	yellow	10.19	Turdus_plumbeus	Turdus_plumbeus	30	5.5	75.3	4
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Tyrannulus_elatus	Tyrannulus_elatus	40	3.2	7	1
Puerto_Rico	Bunchosia_glandulosa	450	red	10	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	6
Puerto_Rico	Bursera_simaruba	37.33333333	red	6.45	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	1
Puerto_Rico	Casearia_decandra	31.2	yellow	7.98	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	1
Puerto_Rico	Casearia_guianensis	39.4	orange	1	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	13
Puerto_Rico	Clusia_rosea	2.5	red	1	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	9
Puerto_Rico	Cordia_polycephala	433	red	5.14	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	17
Puerto_Rico	Cupania_americana	976	yellow	10.19	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	225
Puerto_Rico	Tournefortia_hirsutissima	169.1666667	white	4.59	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	18
Puerto_Rico	Trema_micrantha	831.25	red	2.47	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	3
Puerto_Rico	Zanthoxylum_caribaeum	1666.666667	green	6.3	Tyrannus_dominicensis	Tyrannus_dominicensis	30	11.5	46.5	1
Moyobamba	Cecropia_sp.	115	green	134.852	Tyrannus_melancholicus	Tyrannus_melancholicus	0	9.7	37.4	8
Oxapampa	Cornus_peruviana	1354.833333	black	7.054545455	Tyrannus_melancholicus	Tyrannus_melancholicus	0	9.7	37.4	1
Moyobamba	Humiria_balsamifera	15667.77778	brown	7.724588235	Tyrannus_melancholicus	Tyrannus_melancholicus	0	9.7	37.4	12
Brazil	Miconia_albicans	4594.142857	green	5.409	Tyrannus_melancholicus	Tyrannus_melancholicus	0	4.3	16	3
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Tyrannus_melancholicus	Tyrannus_melancholicus	0	9.7	37.4	1
Moyobamba	Myrsine_sp.caulifruto	3862.888889	black	4.2545	Tyrannus_melancholicus	Tyrannus_melancholicus	0	9.7	37.4	1
Moyobamba	Nectandra_sp.	6002.888889	black	8.705	Tyrannus_melancholicus	Tyrannus_melancholicus	0	9.7	37.4	5
Moyobamba	Tetrorchidium_sp.	1522.444444	red	1	Tyrannus_melancholicus	Tyrannus_melancholicus	0	9.7	37.4	8
Brazil	Miconia_albicans	4594.142857	green	5.409	Tyrannus_savana	Tyrannus_savana	30	3.2	8.1	3
Puerto_Rico	Clusia_rosea	2.5	red	1	Vireo_altiloquus	Vireo_altiloquus	20	4.5	18.97	1
Moyobamba	Tetrorchidium_sp.	1522.444444	red	1	Vireo_olivaceus	Vireo_olivaceus	20	4.3	16.06	1
Brazil	Miconia_albicans	4594.142857	green	5.409	Volatinia_jacarina	Volatinia_jacarina	20	7.7	27.5	8
Brazil	Schefflera_sp.tuberosa	2021.3	black	7.191	Volatinia_jacarina	Volatinia_jacarina	20	7.7	27.5	1
Argentina	Maytenus_boaria	551.7142857	red	4.55	Xolmis_pyrope	Xolmis_pyrope	20	5.1	35.3	8
Oxapampa	Antidaphne_sp.	1213	brown	4.001	Zimmerius_viridiflavus	Zimmerius_viridiflavus	30	3.3	9.6	26
Oxapampa	Miconia_sp.pepa	1944.166667	grey	1.961	Zimmerius_viridiflavus	Zimmerius_viridiflavus	30	3.3	9.6	2
Oxapampa	Struthanthus_sp.	907.5	brown	6.0025	Zimmerius_viridiflavus	Zimmerius_viridiflavus	30	3.3	9.6	15
